review_id,row_position,review_priority_score,review_reason,text_input,base_predicted_labels,rules_predicted_labels,embeddings_predicted_labels,llm_few_shot_predicted_labels,llm_zero_shot_predicted_labels
34,1176,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog%22+AND+%221%22%3D%221%22+--+/index.php/2020/04/04/tempore-odit-cupiditate-voluptas-laudantium-et-facilis/embed | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com,000 - Normal,66 - SQL Injection,194 - Fake the Source of Data,,
35,1177,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/index.php+AND+1%3D1/2020/04/04/tempore-odit-cupiditate-voluptas-laudantium-et-facilis | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/index.php/2020/04/04/tempore-odit-cupiditate-voluptas-laudantium-et-facilis/ | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; wordpress_test_cookie=WP+Cookie+check; comment_author_1aefbe2f76edd740f8e362f39da3353b=estate,000 - Normal,66 - SQL Injection,274 - HTTP Verb Tampering,,
36,1201,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/index.php/2020/04+AND+1%3D1+--+/04/voluptas-alias-ut-iure-dicta-aliquid-corrupti | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/index.php/2020/04/04/voluptas-alias-ut-iure-dicta-aliquid-corrupti/ | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; wordpress_test_cookie=WP+Cookie+check; comment_author_1aefbe2f76edd740f8e362f39da3353b=competition,000 - Normal,66 - SQL Injection,310 - Scanning for Vulnerable Software,,
37,1204,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/index.php/2020/04/04/voluptas-alias-ut-iure-dicta-aliquid-corrupti%27+OR+%271%27%3D%271%27+--+ | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/index.php/2020/04/04/voluptas-alias-ut-iure-dicta-aliquid-corrupti/ | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; wordpress_test_cookie=WP+Cookie+check; comment_author_1aefbe2f76edd740f8e362f39da3353b=virus,000 - Normal,66 - SQL Injection,310 - Scanning for Vulnerable Software,,
38,1205,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/index.php/2020/04/04/voluptas-alias-ut-iure-dicta-aliquid-corrupti%22+OR+%221%22%3D%221%22+--+ | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/index.php/2020/04/04/voluptas-alias-ut-iure-dicta-aliquid-corrupti/ | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; wordpress_test_cookie=WP+Cookie+check; comment_author_1aefbe2f76edd740f8e362f39da3353b=boyfriend,000 - Normal,66 - SQL Injection,310 - Scanning for Vulnerable Software,,
39,1209,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/index.php/2020%27+AND+%271%27%3D%271/04/04/voluptatum-reprehenderit-maiores-ab-sequi-quaerat | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/index.php/2020/04/04/voluptatum-reprehenderit-maiores-ab-sequi-quaerat/ | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; wordpress_test_cookie=WP+Cookie+check; comment_author_1aefbe2f76edd740f8e362f39da3353b=preference,000 - Normal,66 - SQL Injection,274 - HTTP Verb Tampering,,
40,1230,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/index.php/aliquam-odio-a-labore-magnam-quam-quis+AND+1%3D2+--+ | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/index.php/aliquam-odio-a-labore-magnam-quam-quis/ | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; wordpress_test_cookie=WP+Cookie+check; comment_author_1aefbe2f76edd740f8e362f39da3353b=philosophy,000 - Normal,66 - SQL Injection,242 - Code Injection,,
41,1257,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/index.php/author%27+AND+%271%27%3D%271/tomas | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; wordpress_test_cookie=WP+Cookie+check; comment_author_1aefbe2f76edd740f8e362f39da3353b=possession,000 - Normal,66 - SQL Injection,88 - OS Command Injection,,
42,1371,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: POST | request_http_request: /blog/index.php/my-account/lost-password/ | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/index.php/my-account/lost-password/ OR 1=1 -- | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; wordpress_test_cookie=WP+Cookie+check; comment_author_1aefbe2f76edd740f8e362f39da3353b=employee | request_content_type: application/x-www-form-urlencoded | request_body: user_login=morbidPup0&ur_reset_password=true&_wpnonce=4b87c6adf6&_wp_http_referer=%2Fblog%2Findex.php%2Fmy-account%2Flost-password%2F,000 - Normal,66 - SQL Injection,16 - Dictionary-based Password Attack,,
43,1372,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,"request_http_method: POST | request_http_request: /blog/index.php/my-account/lost-password/ | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/index.php/my-account/lost-password/"" OR ""1""=""1"" -- | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; wordpress_test_cookie=WP+Cookie+check; comment_author_1aefbe2f76edd740f8e362f39da3353b=development | request_content_type: application/x-www-form-urlencoded | request_body: user_login=soreRice3&ur_reset_password=true&_wpnonce=4b87c6adf6&_wp_http_referer=%2Fblog%2Findex.php%2Fmy-account%2Flost-password%2F",000 - Normal,66 - SQL Injection,16 - Dictionary-based Password Attack,,
44,1392,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/index.php%27+OR+%271%27%3D%271%27+--+/nihil-dolorem-molestiae-recusandae-corrupti-qui-alias | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; wordpress_test_cookie=WP+Cookie+check; comment_author_1aefbe2f76edd740f8e362f39da3353b=psychology; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595199372%7CN6zlSHC7AOeZ7WSCeWHts6pI6PHkGPqAU9z7L3v9kn3%7Cb2e4133dac569bbcb9b7eebd612e17638e7800de514c2e46f69da14d8722c007,000 - Normal,66 - SQL Injection,310 - Scanning for Vulnerable Software,,
45,1393,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/index.php/nihil-dolorem-molestiae-recusandae-corrupti-qui-alias+AND+1%3D1 | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; wordpress_test_cookie=WP+Cookie+check; comment_author_1aefbe2f76edd740f8e362f39da3353b=heart; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595199372%7CN6zlSHC7AOeZ7WSCeWHts6pI6PHkGPqAU9z7L3v9kn3%7Cb2e4133dac569bbcb9b7eebd612e17638e7800de514c2e46f69da14d8722c007,000 - Normal,66 - SQL Injection,310 - Scanning for Vulnerable Software,,
46,1415,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/index.php/qui-enim-sunt-minima-sit%27+AND+%271%27%3D%272/embed | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/index.php/wp-json/oembed/1.0/embed?format=xml&url=http%3A%2F%2Ftest-site.com%2Fblog%2Findex.php%2Fqui-enim-sunt-minima-sit%2F | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; wordpress_test_cookie=WP+Cookie+check; comment_author_1aefbe2f76edd740f8e362f39da3353b=atmosphere; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595199372%7CN6zlSHC7AOeZ7WSCeWHts6pI6PHkGPqAU9z7L3v9kn3%7Cb2e4133dac569bbcb9b7eebd612e17638e7800de514c2e46f69da14d8722c007,000 - Normal,66 - SQL Injection,194 - Fake the Source of Data,,
47,1434,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/index.php+OR+1%3D1/sample-page/feed | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; wordpress_test_cookie=WP+Cookie+check; comment_author_1aefbe2f76edd740f8e362f39da3353b=disk; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595199372%7CN6zlSHC7AOeZ7WSCeWHts6pI6PHkGPqAU9z7L3v9kn3%7Cb2e4133dac569bbcb9b7eebd612e17638e7800de514c2e46f69da14d8722c007,000 - Normal,66 - SQL Injection,88 - OS Command Injection,,
48,1516,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog%27+OR+%271%27%3D%271/index.php/wp-json/oembed/1.0 | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com,000 - Normal,66 - SQL Injection,194 - Fake the Source of Data,,
49,1549,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-content%27+OR+%271%27%3D%271%27+--+ | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; wordpress_test_cookie=WP+Cookie+check; comment_author_1aefbe2f76edd740f8e362f39da3353b=world; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595199372%7CN6zlSHC7AOeZ7WSCeWHts6pI6PHkGPqAU9z7L3v9kn3%7Cb2e4133dac569bbcb9b7eebd612e17638e7800de514c2e46f69da14d8722c007,000 - Normal,66 - SQL Injection,88 - OS Command Injection,,
50,1567,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-content+OR+1%3D1+--+/plugins/user-registration/assets/css/my-account-layout.css?ver=1.8.2.1 | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/ | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; wordpress_test_cookie=WP+Cookie+check; comment_author_1aefbe2f76edd740f8e362f39da3353b=communication; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595199372%7CN6zlSHC7AOeZ7WSCeWHts6pI6PHkGPqAU9z7L3v9kn3%7Cb2e4133dac569bbcb9b7eebd612e17638e7800de514c2e46f69da14d8722c007,000 - Normal,66 - SQL Injection,34 - HTTP Response Splitting,,
51,1595,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-content/plugins/user-registration/assets+AND+1%3D1+--+/js/frontend | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/index.php/my-account/ | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; wordpress_test_cookie=WP+Cookie+check; comment_author_1aefbe2f76edd740f8e362f39da3353b=oven; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595199372%7CN6zlSHC7AOeZ7WSCeWHts6pI6PHkGPqAU9z7L3v9kn3%7Cb2e4133dac569bbcb9b7eebd612e17638e7800de514c2e46f69da14d8722c007; wordpress_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595199372%7CN6zlSHC7AOeZ7WSCeWHts6pI6PHkGPqAU9z7L3v9kn3%7Cab57f25e4fa3cbb8abac05ae74b15d5426d6f548888e94b531457dbe22cfdef8,000 - Normal,66 - SQL Injection,34 - HTTP Response Splitting,,
52,1620,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-content/plugins/user-registration/assets+AND+1%3D1+--+/js/inputmask/jquery.inputmask.bundle.min.js?ver=4.0.0-beta.58 | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; wordpress_test_cookie=WP+Cookie+check; comment_author_1aefbe2f76edd740f8e362f39da3353b=love; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595199372%7CN6zlSHC7AOeZ7WSCeWHts6pI6PHkGPqAU9z7L3v9kn3%7Cb2e4133dac569bbcb9b7eebd612e17638e7800de514c2e46f69da14d8722c007; wordpress_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595199372%7CN6zlSHC7AOeZ7WSCeWHts6pI6PHkGPqAU9z7L3v9kn3%7Cab57f25e4fa3cbb8abac05ae74b15d5426d6f548888e94b531457dbe22cfdef8,000 - Normal,66 - SQL Injection,34 - HTTP Response Splitting,,
53,1621,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-content/plugins/user-registration/assets/js%27+UNION+ALL+select+NULL+--+/inputmask/jquery.inputmask.bundle.min.js?ver=4.0.0-beta.58 | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; wordpress_test_cookie=WP+Cookie+check; comment_author_1aefbe2f76edd740f8e362f39da3353b=law; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595199372%7CN6zlSHC7AOeZ7WSCeWHts6pI6PHkGPqAU9z7L3v9kn3%7Cb2e4133dac569bbcb9b7eebd612e17638e7800de514c2e46f69da14d8722c007; wordpress_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595199372%7CN6zlSHC7AOeZ7WSCeWHts6pI6PHkGPqAU9z7L3v9kn3%7Cab57f25e4fa3cbb8abac05ae74b15d5426d6f548888e94b531457dbe22cfdef8,000 - Normal,66 - SQL Injection,34 - HTTP Response Splitting,,
54,1677,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-content/uploads%22+AND+%221%22%3D%221 | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0 | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; wordpress_test_cookie=WP+Cookie+check; comment_author_1aefbe2f76edd740f8e362f39da3353b=theory; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595199372%7CN6zlSHC7AOeZ7WSCeWHts6pI6PHkGPqAU9z7L3v9kn3%7Cb2e4133dac569bbcb9b7eebd612e17638e7800de514c2e46f69da14d8722c007,000 - Normal,66 - SQL Injection,88 - OS Command Injection,,
55,1684,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-content/uploads/2020%22+OR+%221%22%3D%221%22+--+/04 | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0 | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; wordpress_test_cookie=WP+Cookie+check; comment_author_1aefbe2f76edd740f8e362f39da3353b=freedom; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595199372%7CN6zlSHC7AOeZ7WSCeWHts6pI6PHkGPqAU9z7L3v9kn3%7Cb2e4133dac569bbcb9b7eebd612e17638e7800de514c2e46f69da14d8722c007,000 - Normal,66 - SQL Injection,88 - OS Command Injection,,
56,1721,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-content%22+AND+%221%22%3D%221/uploads/2020/04/4f93f7ba-7b14-35e1-b3b0-df18897c5111.png | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/index.php/sample-page/amet-et-deleniti-tenetur-minima/embed/ | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; wordpress_test_cookie=WP+Cookie+check; comment_author_1aefbe2f76edd740f8e362f39da3353b=match; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595199372%7CN6zlSHC7AOeZ7WSCeWHts6pI6PHkGPqAU9z7L3v9kn3%7Cb2e4133dac569bbcb9b7eebd612e17638e7800de514c2e46f69da14d8722c007,000 - Normal,66 - SQL Injection,194 - Fake the Source of Data,,
57,1724,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-content%22+AND+%221%22%3D%221%22+--+/uploads/2020/04/65521cc1-512f-3af5-a40c-ad52a8de6f29-300x240.png | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/index.php/et-vel-qui-explicabo-autem-rerum-nisi/embed/ | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; wordpress_test_cookie=WP+Cookie+check; comment_author_1aefbe2f76edd740f8e362f39da3353b=contract; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595199372%7CN6zlSHC7AOeZ7WSCeWHts6pI6PHkGPqAU9z7L3v9kn3%7Cb2e4133dac569bbcb9b7eebd612e17638e7800de514c2e46f69da14d8722c007,000 - Normal,66 - SQL Injection,194 - Fake the Source of Data,,
58,1758,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-content%27+AND+%271%27%3D%271%27+--+/uploads/2020/04/814f0d47-97c4-3681-b8a4-2cd7f3a93119.jpg | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/index.php/2020/04/04/animi-sint-ut-sed-commodi/ | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; wordpress_test_cookie=WP+Cookie+check; comment_author_1aefbe2f76edd740f8e362f39da3353b=chemistry; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595199372%7CN6zlSHC7AOeZ7WSCeWHts6pI6PHkGPqAU9z7L3v9kn3%7Cb2e4133dac569bbcb9b7eebd612e17638e7800de514c2e46f69da14d8722c007,000 - Normal,66 - SQL Injection,88 - OS Command Injection,,
59,1759,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-content/uploads%27+AND+%271%27%3D%271/2020/04/814f0d47-97c4-3681-b8a4-2cd7f3a93119.jpg | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/index.php/2020/04/04/animi-sint-ut-sed-commodi/ | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; wordpress_test_cookie=WP+Cookie+check; comment_author_1aefbe2f76edd740f8e362f39da3353b=elevator; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595199372%7CN6zlSHC7AOeZ7WSCeWHts6pI6PHkGPqAU9z7L3v9kn3%7Cb2e4133dac569bbcb9b7eebd612e17638e7800de514c2e46f69da14d8722c007,000 - Normal,66 - SQL Injection,88 - OS Command Injection,,
60,1778,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog+OR+1%3D1+--+/wp-content/uploads/2020/04/c88a75c6-b439-3e82-99dd-0aca7c568b15-1024x682.jpg | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/index.php/sample-page/ut-aspernatur-est-dolores/embed/ | request_host: test-site.com,000 - Normal,66 - SQL Injection,194 - Fake the Source of Data,,
61,1876,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-includes/js/jquery/ui/widget.min.js?ver=1.11.4%22+AND+%221%22%3D%222%22+--+ | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; wordpress_test_cookie=WP+Cookie+check; comment_author_1aefbe2f76edd740f8e362f39da3353b=person; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595199372%7CN6zlSHC7AOeZ7WSCeWHts6pI6PHkGPqAU9z7L3v9kn3%7Cb2e4133dac569bbcb9b7eebd612e17638e7800de514c2e46f69da14d8722c007,000 - Normal,66 - SQL Injection,242 - Code Injection,,
62,1890,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-includes/js/media-editor.min.js?ver=4.9.5 | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0' AND '1'='1' -- | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; wordpress_test_cookie=WP+Cookie+check; comment_author_1aefbe2f76edd740f8e362f39da3353b=debt; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595199372%7CN6zlSHC7AOeZ7WSCeWHts6pI6PHkGPqAU9z7L3v9kn3%7Cb2e4133dac569bbcb9b7eebd612e17638e7800de514c2e46f69da14d8722c007,000 - Normal,66 - SQL Injection,242 - Code Injection,,
